PA,SZ,AG,Pop
Hougang,Trafalgar,10_to_14,2450
Hougang,Trafalgar,15_to_19,2790
Hougang,Trafalgar,20_to_24,3300
Hougang,Trafalgar,25_to_29,3740
Hougang,Trafalgar,30_to_34,3380
Hougang,Trafalgar,35_to_39,3120
Hougang,Trafalgar,40_to_44,3400
Hougang,Trafalgar,45_to_49,3700
Hougang,Trafalgar,50_to_54,3970
Hougang,Trafalgar,55_to_59,4150
Hougang,Trafalgar,60_to_64,3630
Hougang,Trafalgar,65_to_69,2680
Hougang,Trafalgar,70_to_74,1610
Hougang,Trafalgar,75_to_79,920
Hougang,Trafalgar,80_to_84,560
Hougang,Trafalgar,85_to_89,310
Hougang,Trafalgar,90_and_over,150
Jurong East,International Business Park,0_to_4,0
Jurong East,International Business Park,5_to_9,0
Jurong East,International Business Park,10_to_14,0
Jurong East,International Business Park,15_to_19,0
Jurong East,International Business Park,20_to_24,0
Jurong East,International Business Park,25_to_29,0
Jurong East,International Business Park,30_to_34,0
Jurong East,International Business Park,35_to_39,0
Jurong East,International Business Park,40_to_44,0
Jurong East,International Business Park,45_to_49,0
Jurong East,International Business Park,50_to_54,0
Jurong East,International Business Park,55_to_59,0
Jurong East,International Business Park,60_to_64,0
Jurong East,International Business Park,65_to_69,0
Jurong East,International Business Park,70_to_74,0
Jurong East,International Business Park,75_to_79,0
Jurong East,International Business Park,80_to_84,0
Jurong East,International Business Park,85_to_89,0
Jurong East,International Business Park,90_and_over,0
Jurong East,Jurong Gateway,0_to_4,20
Jurong East,Jurong Gateway,5_to_9,20
Jurong East,Jurong Gateway,10_to_14,30
Jurong East,Jurong Gateway,15_to_19,20
Jurong East,Jurong Gateway,20_to_24,30
Jurong East,Jurong Gateway,25_to_29,40
Jurong East,Jurong Gateway,30_to_34,50
Jurong East,Jurong Gateway,35_to_39,40
Jurong East,Jurong Gateway,40_to_44,50
Jurong East,Jurong Gateway,45_to_49,50
Jurong East,Jurong Gateway,50_to_54,30
Jurong East,Jurong Gateway,55_to_59,20
Jurong East,Jurong Gateway,60_to_64,20
Jurong East,Jurong Gateway,65_to_69,20
Jurong East,Jurong Gateway,70_to_74,0
Jurong East,Jurong Gateway,75_to_79,0
Jurong East,Jurong Gateway,80_to_84,0
Jurong East,Jurong Gateway,85_to_89,0
Jurong East,Jurong Gateway,90_and_over,0
Jurong East,Jurong Port,0_to_4,0
Jurong East,Jurong Port,5_to_9,0
Jurong East,Jurong Port,10_to_14,0
Jurong East,Jurong Port,15_to_19,0
Jurong East,Jurong Port,20_to_24,0
Jurong East,Jurong Port,25_to_29,0
Jurong East,Jurong Port,30_to_34,0
Jurong East,Jurong Port,35_to_39,0
Jurong East,Jurong Port,40_to_44,0
Jurong East,Jurong Port,45_to_49,0
Jurong East,Jurong Port,50_to_54,0
Jurong East,Jurong Port,55_to_59,0
Jurong East,Jurong Port,60_to_64,0
Jurong East,Jurong Port,65_to_69,0
Jurong East,Jurong Port,70_to_74,0
Jurong East,Jurong Port,75_to_79,0
Jurong East,Jurong Port,80_to_84,0
Jurong East,Jurong Port,85_to_89,0
Jurong East,Jurong Port,90_and_over,0
Jurong East,Jurong River,0_to_4,0
Jurong East,Jurong River,5_to_9,0
Jurong East,Jurong River,10_to_14,0
Jurong East,Jurong River,15_to_19,0
Jurong East,Jurong River,20_to_24,0
Jurong East,Jurong River,25_to_29,0
Jurong East,Jurong River,30_to_34,0
Jurong East,Jurong River,35_to_39,0
Jurong East,Jurong River,40_to_44,0
Jurong East,Jurong River,45_to_49,0
Jurong East,Jurong River,50_to_54,0
Jurong East,Jurong River,55_to_59,0
Jurong East,Jurong River,60_to_64,0
Jurong East,Jurong River,65_to_69,0
Jurong East,Jurong River,70_to_74,0
Jurong East,Jurong River,75_to_79,0
Jurong East,Jurong River,80_to_84,0
Jurong East,Jurong River,85_to_89,0
Jurong East,Jurong River,90_and_over,0
Jurong East,Lakeside,0_to_4,20
Jurong East,Lakeside,5_to_9,20
Jurong East,Lakeside,10_to_14,20
Jurong East,Lakeside,15_to_19,20
Jurong East,Lakeside,20_to_24,40
Jurong East,Lakeside,25_to_29,50
Jurong East,Lakeside,30_to_34,60
Jurong East,Lakeside,35_to_39,50
Jurong East,Lakeside,40_to_44,60
Jurong East,Lakeside,45_to_49,60
Jurong East,Lakeside,50_to_54,60
Jurong East,Lakeside,55_to_59,60
Jurong East,Lakeside,60_to_64,80
Jurong East,Lakeside,65_to_69,90
Jurong East,Lakeside,70_to_74,60
Jurong East,Lakeside,75_to_79,50
Jurong East,Lakeside,80_to_84,30
Jurong East,Lakeside,85_to_89,10
Jurong East,Lakeside,90_and_over,10
Jurong East,Penjuru Crescent,0_to_4,0
Jurong East,Penjuru Crescent,5_to_9,0
Jurong East,Penjuru Crescent,10_to_14,0
Jurong East,Penjuru Crescent,15_to_19,0
Jurong East,Penjuru Crescent,20_to_24,0
Jurong East,Penjuru Crescent,25_to_29,0
Jurong East,Penjuru Crescent,30_to_34,0
Jurong East,Penjuru Crescent,35_to_39,0
Jurong East,Penjuru Crescent,40_to_44,0
Jurong East,Penjuru Crescent,45_to_49,0
Jurong East,Penjuru Crescent,50_to_54,0
Jurong East,Penjuru Crescent,55_to_59,0
Jurong East,Penjuru Crescent,60_to_64,0
Jurong East,Penjuru Crescent,65_to_69,0
Jurong East,Penjuru Crescent,70_to_74,0
Jurong East,Penjuru Crescent,75_to_79,0
Jurong East,Penjuru Crescent,80_to_84,0
Jurong East,Penjuru Crescent,85_to_89,0
Jurong East,Penjuru Crescent,90_and_over,0
Jurong East,Teban Gardens,0_to_4,830
Jurong East,Teban Gardens,5_to_9,880
Jurong East,Teban Gardens,10_to_14,880
Jurong East,Teban Gardens,15_to_19,990
Jurong East,Teban Gardens,20_to_24,1050
Jurong East,Teban Gardens,25_to_29,1170
Jurong East,Teban Gardens,30_to_34,1330
Jurong East,Teban Gardens,35_to_39,1400
Jurong East,Teban Gardens,40_to_44,1350
Jurong East,Teban Gardens,45_to_49,1330
Jurong East,Teban Gardens,50_to_54,1360
Jurong East,Teban Gardens,55_to_59,1390
Jurong East,Teban Gardens,60_to_64,1340
Jurong East,Teban Gardens,65_to_69,1440
Jurong East,Teban Gardens,70_to_74,1030
Jurong East,Teban Gardens,75_to_79,540
Jurong East,Teban Gardens,80_to_84,320
Jurong East,Teban Gardens,85_to_89,120
Jurong East,Teban Gardens,90_and_over,90
Jurong East,Toh Guan,0_to_4,420
Jurong East,Toh Guan,5_to_9,550
Jurong East,Toh Guan,10_to_14,700
Jurong East,Toh Guan,15_to_19,920
Jurong East,Toh Guan,20_to_24,1050
Jurong East,Toh Guan,25_to_29,1280
Jurong East,Toh Guan,30_to_34,1010
Jurong East,Toh Guan,35_to_39,950
Jurong East,Toh Guan,40_to_44,940
Jurong East,Toh Guan,45_to_49,1160
Jurong East,Toh Guan,50_to_54,1120
Jurong East,Toh Guan,55_to_59,1340
Jurong East,Toh Guan,60_to_64,1360
Jurong East,Toh Guan,65_to_69,940
Jurong East,Toh Guan,70_to_74,470
Jurong East,Toh Guan,75_to_79,250
Jurong East,Toh Guan,80_to_84,150
Jurong East,Toh Guan,85_to_89,100
Jurong East,Toh Guan,90_and_over,30
Jurong East,Yuhua East,0_to_4,700
Jurong East,Yuhua East,5_to_9,820
Jurong East,Yuhua East,10_to_14,1070
Jurong East,Yuhua East,15_to_19,1260
Jurong East,Yuhua East,20_to_24,1470
Jurong East,Yuhua East,25_to_29,1810
Jurong East,Yuhua East,30_to_34,1690
Jurong East,Yuhua East,35_to_39,1640
Jurong East,Yuhua East,40_to_44,1690
Jurong East,Yuhua East,45_to_49,1850
Jurong East,Yuhua East,50_to_54,1830
Jurong East,Yuhua East,55_to_59,1940
Jurong East,Yuhua East,60_to_64,2200
Jurong East,Yuhua East,65_to_69,1940
Jurong East,Yuhua East,70_to_74,1340
Jurong East,Yuhua East,75_to_79,760
Jurong East,Yuhua East,80_to_84,460
Jurong East,Yuhua East,85_to_89,280
Jurong East,Yuhua East,90_and_over,150
Jurong East,Yuhua West,0_to_4,640
Jurong East,Yuhua West,5_to_9,720
Jurong East,Yuhua West,10_to_14,930
Jurong East,Yuhua West,15_to_19,1120
Jurong East,Yuhua West,20_to_24,1280
Jurong East,Yuhua West,25_to_29,1440
Jurong East,Yuhua West,30_to_34,1320
Jurong East,Yuhua West,35_to_39,1130
Jurong East,Yuhua West,40_to_44,1290
Jurong East,Yuhua West,45_to_49,1470
Jurong East,Yuhua West,50_to_54,1510
Jurong East,Yuhua West,55_to_59,1610
Jurong East,Yuhua West,60_to_64,1630
Jurong East,Yuhua West,65_to_69,1420
Jurong East,Yuhua West,70_to_74,860
Jurong East,Yuhua West,75_to_79,500
Jurong East,Yuhua West,80_to_84,320
Jurong East,Yuhua West,85_to_89,180
Jurong East,Yuhua West,90_and_over,90
Jurong West,Boon Lay Place,0_to_4,1670
Jurong West,Boon Lay Place,5_to_9,1710
Jurong West,Boon Lay Place,10_to_14,1630
Jurong West,Boon Lay Place,15_to_19,1770
Jurong West,Boon Lay Place,20_to_24,1830
Jurong West,Boon Lay Place,25_to_29,2020
Jurong West,Boon Lay Place,30_to_34,2370
Jurong West,Boon Lay Place,35_to_39,2470
Jurong West,Boon Lay Place,40_to_44,2180
Jurong West,Boon Lay Place,45_to_49,2290
Jurong West,Boon Lay Place,50_to_54,2240
Jurong West,Boon Lay Place,55_to_59,2110
Jurong West,Boon Lay Place,60_to_64,1720
Jurong West,Boon Lay Place,65_to_69,1480
Jurong West,Boon Lay Place,70_to_74,980
Jurong West,Boon Lay Place,75_to_79,620
Jurong West,Boon Lay Place,80_to_84,340
Jurong West,Boon Lay Place,85_to_89,160
Jurong West,Boon Lay Place,90_and_over,70
Jurong West,Chin Bee,0_to_4,0
Jurong West,Chin Bee,5_to_9,0
Jurong West,Chin Bee,10_to_14,0
Jurong West,Chin Bee,15_to_19,0
Jurong West,Chin Bee,20_to_24,0
Jurong West,Chin Bee,25_to_29,0
Jurong West,Chin Bee,30_to_34,0
Jurong West,Chin Bee,35_to_39,0
Jurong West,Chin Bee,40_to_44,0
Jurong West,Chin Bee,45_to_49,0
Jurong West,Chin Bee,50_to_54,0
Jurong West,Chin Bee,55_to_59,0
Jurong West,Chin Bee,60_to_64,0
Jurong West,Chin Bee,65_to_69,0
Jurong West,Chin Bee,70_to_74,0
Jurong West,Chin Bee,75_to_79,0
Jurong West,Chin Bee,80_to_84,0
Jurong West,Chin Bee,85_to_89,0
Jurong West,Chin Bee,90_and_over,0
Jurong West,Hong Kah,0_to_4,1830
Jurong West,Hong Kah,5_to_9,2240
Jurong West,Hong Kah,10_to_14,2720
Jurong West,Hong Kah,15_to_19,3150
Jurong West,Hong Kah,20_to_24,3360
Jurong West,Hong Kah,25_to_29,3900
Jurong West,Hong Kah,30_to_34,3680
Jurong West,Hong Kah,35_to_39,3780
Jurong West,Hong Kah,40_to_44,3930
Jurong West,Hong Kah,45_to_49,4200
Jurong West,Hong Kah,50_to_54,4040
Jurong West,Hong Kah,55_to_59,4120
Jurong West,Hong Kah,60_to_64,4410
Jurong West,Hong Kah,65_to_69,3720
Jurong West,Hong Kah,70_to_74,2440
Jurong West,Hong Kah,75_to_79,1350
Jurong West,Hong Kah,80_to_84,710
Jurong West,Hong Kah,85_to_89,350
Jurong West,Hong Kah,90_and_over,170
Jurong West,Jurong West Central,0_to_4,2770
Jurong West,Jurong West Central,5_to_9,3780
Jurong West,Jurong West Central,10_to_14,4380
Jurong West,Jurong West Central,15_to_19,4030
Jurong West,Jurong West Central,20_to_24,3740
Jurong West,Jurong West Central,25_to_29,4390
Jurong West,Jurong West Central,30_to_34,4860
Jurong West,Jurong West Central,35_to_39,5760
Jurong West,Jurong West Central,40_to_44,6340
Jurong West,Jurong West Central,45_to_49,5690
Jurong West,Jurong West Central,50_to_54,4550
Jurong West,Jurong West Central,55_to_59,4210
Jurong West,Jurong West Central,60_to_64,4080
Jurong West,Jurong West Central,65_to_69,2920
Jurong West,Jurong West Central,70_to_74,1630
Jurong West,Jurong West Central,75_to_79,790
Jurong West,Jurong West Central,80_to_84,460
Jurong West,Jurong West Central,85_to_89,190
Jurong West,Jurong West Central,90_and_over,120
Jurong West,Kian Teck,0_to_4,0
Jurong West,Kian Teck,5_to_9,0
Jurong West,Kian Teck,10_to_14,0
Jurong West,Kian Teck,15_to_19,0
Jurong West,Kian Teck,20_to_24,0
Jurong West,Kian Teck,25_to_29,0
Jurong West,Kian Teck,30_to_34,0
Jurong West,Kian Teck,35_to_39,0
Jurong West,Kian Teck,40_to_44,0
Jurong West,Kian Teck,45_to_49,0
Jurong West,Kian Teck,50_to_54,0
Jurong West,Kian Teck,55_to_59,0
Jurong West,Kian Teck,60_to_64,0
Jurong West,Kian Teck,65_to_69,0
Jurong West,Kian Teck,70_to_74,0
Jurong West,Kian Teck,75_to_79,0
Jurong West,Kian Teck,80_to_84,0
Jurong West,Kian Teck,85_to_89,0
Jurong West,Kian Teck,90_and_over,0
Jurong West,Safti,0_to_4,0
Jurong West,Safti,5_to_9,0
Jurong West,Safti,10_to_14,0
Jurong West,Safti,15_to_19,0
Jurong West,Safti,20_to_24,0
Jurong West,Safti,25_to_29,0
Jurong West,Safti,30_to_34,0
Jurong West,Safti,35_to_39,0
Jurong West,Safti,40_to_44,0
Jurong West,Safti,45_to_49,0
Jurong West,Safti,50_to_54,0
Jurong West,Safti,55_to_59,0
Jurong West,Safti,60_to_64,0
Jurong West,Safti,65_to_69,0
Jurong West,Safti,70_to_74,0
Jurong West,Safti,75_to_79,0
Jurong West,Safti,80_to_84,0
Jurong West,Safti,85_to_89,0
Jurong West,Safti,90_and_over,0
Jurong West,Taman Jurong,0_to_4,2090
Jurong West,Taman Jurong,5_to_9,2280
Jurong West,Taman Jurong,10_to_14,2250
Jurong West,Taman Jurong,15_to_19,2540
Jurong West,Taman Jurong,20_to_24,2670
Jurong West,Taman Jurong,25_to_29,2870
Jurong West,Taman Jurong,30_to_34,2930
Jurong West,Taman Jurong,35_to_39,3190
Jurong West,Taman Jurong,40_to_44,3090
Jurong West,Taman Jurong,45_to_49,3260
Jurong West,Taman Jurong,50_to_54,3180
Jurong West,Taman Jurong,55_to_59,2820
Jurong West,Taman Jurong,60_to_64,2430
Jurong West,Taman Jurong,65_to_69,1900
Jurong West,Taman Jurong,70_to_74,1150
Jurong West,Taman Jurong,75_to_79,720
Jurong West,Taman Jurong,80_to_84,360
Jurong West,Taman Jurong,85_to_89,230
Jurong West,Taman Jurong,90_and_over,90
Jurong West,Wenya,0_to_4,470
Jurong West,Wenya,5_to_9,630
Jurong West,Wenya,10_to_14,670
Jurong West,Wenya,15_to_19,520
Jurong West,Wenya,20_to_24,370
Jurong West,Wenya,25_to_29,460
Jurong West,Wenya,30_to_34,550
Jurong West,Wenya,35_to_39,880
Jurong West,Wenya,40_to_44,910
Jurong West,Wenya,45_to_49,720
Jurong West,Wenya,50_to_54,520
Jurong West,Wenya,55_to_59,430
Jurong West,Wenya,60_to_64,400
Jurong West,Wenya,65_to_69,330
Jurong West,Wenya,70_to_74,180
Jurong West,Wenya,75_to_79,120
Jurong West,Wenya,80_to_84,70
Jurong West,Wenya,85_to_89,50
Jurong West,Wenya,90_and_over,30
Jurong West,Yunnan,0_to_4,2260
Jurong West,Yunnan,5_to_9,2960
Jurong West,Yunnan,10_to_14,3780
Jurong West,Yunnan,15_to_19,4670
Jurong West,Yunnan,20_to_24,5730
Jurong West,Yunnan,25_to_29,5950
Jurong West,Yunnan,30_to_34,4130
Jurong West,Yunnan,35_to_39,4600
Jurong West,Yunnan,40_to_44,4950
Jurong West,Yunnan,45_to_49,5170
Jurong West,Yunnan,50_to_54,5900
Jurong West,Yunnan,55_to_59,5680
Jurong West,Yunnan,60_to_64,4700
Jurong West,Yunnan,65_to_69,3550
Jurong West,Yunnan,70_to_74,2060
Jurong West,Yunnan,75_to_79,1070
Jurong West,Yunnan,80_to_84,600
Jurong West,Yunnan,85_to_89,270
Jurong West,Yunnan,90_and_over,170
Kallang,Bendemeer,0_to_4,1840
Kallang,Bendemeer,5_to_9,1730
Kallang,Bendemeer,10_to_14,1420
Kallang,Bendemeer,15_to_19,1400
Kallang,Bendemeer,20_to_24,1540
Kallang,Bendemeer,25_to_29,2360
Kallang,Bendemeer,30_to_34,3160
Kallang,Bendemeer,35_to_39,3220
Kallang,Bendemeer,40_to_44,3000
Kallang,Bendemeer,45_to_49,2730
Kallang,Bendemeer,50_to_54,2340
Kallang,Bendemeer,55_to_59,2490
Kallang,Bendemeer,60_to_64,2650
Kallang,Bendemeer,65_to_69,2440
Kallang,Bendemeer,70_to_74,1780
Kallang,Bendemeer,75_to_79,1300
Kallang,Bendemeer,80_to_84,840
Kallang,Bendemeer,85_to_89,480
Kallang,Bendemeer,90_and_over,370
Kallang,Boon Keng,0_to_4,470
Kallang,Boon Keng,5_to_9,440
Kallang,Boon Keng,10_to_14,410
Kallang,Boon Keng,15_to_19,520
Kallang,Boon Keng,20_to_24,560
Kallang,Boon Keng,25_to_29,780
Kallang,Boon Keng,30_to_34,870
Kallang,Boon Keng,35_to_39,870
Kallang,Boon Keng,40_to_44,780
Kallang,Boon Keng,45_to_49,890
Kallang,Boon Keng,50_to_54,900
Kallang,Boon Keng,55_to_59,920
Kallang,Boon Keng,60_to_64,960
Kallang,Boon Keng,65_to_69,850
Kallang,Boon Keng,70_to_74,640
Kallang,Boon Keng,75_to_79,480
Kallang,Boon Keng,80_to_84,300
Kallang,Boon Keng,85_to_89,210
Kallang,Boon Keng,90_and_over,100
Kallang,Crawford,0_to_4,260
Kallang,Crawford,5_to_9,230
Kallang,Crawford,10_to_14,290
Kallang,Crawford,15_to_19,290
Kallang,Crawford,20_to_24,370
Kallang,Crawford,25_to_29,450
Kallang,Crawford,30_to_34,430
Kallang,Crawford,35_to_39,400
Kallang,Crawford,40_to_44,530
Kallang,Crawford,45_to_49,580
Kallang,Crawford,50_to_54,690
Kallang,Crawford,55_to_59,880
Kallang,Crawford,60_to_64,870
Kallang,Crawford,65_to_69,790
Kallang,Crawford,70_to_74,670
Kallang,Crawford,75_to_79,500
Kallang,Crawford,80_to_84,360
Kallang,Crawford,85_to_89,200
Kallang,Crawford,90_and_over,110
Kallang,Geylang Bahru,0_to_4,320
Kallang,Geylang Bahru,5_to_9,360
Kallang,Geylang Bahru,10_to_14,500
Kallang,Geylang Bahru,15_to_19,580
Kallang,Geylang Bahru,20_to_24,660
Kallang,Geylang Bahru,25_to_29,690
Kallang,Geylang Bahru,30_to_34,670
Kallang,Geylang Bahru,35_to_39,690
Kallang,Geylang Bahru,40_to_44,810
Kallang,Geylang Bahru,45_to_49,970
Kallang,Geylang Bahru,50_to_54,970
Kallang,Geylang Bahru,55_to_59,1020
Kallang,Geylang Bahru,60_to_64,930
Kallang,Geylang Bahru,65_to_69,810
Kallang,Geylang Bahru,70_to_74,610
Kallang,Geylang Bahru,75_to_79,450
Kallang,Geylang Bahru,80_to_84,370
Kallang,Geylang Bahru,85_to_89,190
Kallang,Geylang Bahru,90_and_over,120
Kallang,Kallang Bahru,0_to_4,0
Kallang,Kallang Bahru,5_to_9,0
Kallang,Kallang Bahru,10_to_14,0
Kallang,Kallang Bahru,15_to_19,0
Kallang,Kallang Bahru,20_to_24,0
Kallang,Kallang Bahru,25_to_29,0
Kallang,Kallang Bahru,30_to_34,0
Kallang,Kallang Bahru,35_to_39,0
Kallang,Kallang Bahru,40_to_44,0
Kallang,Kallang Bahru,45_to_49,0
Kallang,Kallang Bahru,50_to_54,0
Kallang,Kallang Bahru,55_to_59,0
Kallang,Kallang Bahru,60_to_64,0
Kallang,Kallang Bahru,65_to_69,0
Kallang,Kallang Bahru,70_to_74,0
Kallang,Kallang Bahru,75_to_79,0
Kallang,Kallang Bahru,80_to_84,0
Kallang,Kallang Bahru,85_to_89,0
Kallang,Kallang Bahru,90_and_over,0
Kallang,Kampong Bugis,0_to_4,30
Kallang,Kampong Bugis,5_to_9,20
Kallang,Kampong Bugis,10_to_14,20
Kallang,Kampong Bugis,15_to_19,40
Kallang,Kampong Bugis,20_to_24,50
Kallang,Kampong Bugis,25_to_29,110
Kallang,Kampong Bugis,30_to_34,70
Kallang,Kampong Bugis,35_to_39,60
Kallang,Kampong Bugis,40_to_44,60
Kallang,Kampong Bugis,45_to_49,50
Kallang,Kampong Bugis,50_to_54,40
Kallang,Kampong Bugis,55_to_59,80
Kallang,Kampong Bugis,60_to_64,100
Kallang,Kampong Bugis,65_to_69,70
Kallang,Kampong Bugis,70_to_74,70
Kallang,Kampong Bugis,75_to_79,20
Kallang,Kampong Bugis,80_to_84,10
Kallang,Kampong Bugis,85_to_89,0
Kallang,Kampong Bugis,90_and_over,0
Kallang,Kampong Java,0_to_4,370
Kallang,Kampong Java,5_to_9,480
Kallang,Kampong Java,10_to_14,470
Kallang,Kampong Java,15_to_19,480
Kallang,Kampong Java,20_to_24,530
Kallang,Kampong Java,25_to_29,630
Kallang,Kampong Java,30_to_34,660
Kallang,Kampong Java,35_to_39,730
Kallang,Kampong Java,40_to_44,880
Kallang,Kampong Java,45_to_49,960
Kallang,Kampong Java,50_to_54,810
Kallang,Kampong Java,55_to_59,790
Kallang,Kampong Java,60_to_64,780
Kallang,Kampong Java,65_to_69,710
Kallang,Kampong Java,70_to_74,590
Kallang,Kampong Java,75_to_79,390
Kallang,Kampong Java,80_to_84,280
Kallang,Kampong Java,85_to_89,120
Kallang,Kampong Java,90_and_over,100
Kallang,Lavender,0_to_4,340
Kallang,Lavender,5_to_9,390
Kallang,Lavender,10_to_14,440
Kallang,Lavender,15_to_19,430
Kallang,Lavender,20_to_24,440
Kallang,Lavender,25_to_29,610
Kallang,Lavender,30_to_34,620
Kallang,Lavender,35_to_39,670
Kallang,Lavender,40_to_44,730
Kallang,Lavender,45_to_49,810
Kallang,Lavender,50_to_54,700
Kallang,Lavender,55_to_59,800
Kallang,Lavender,60_to_64,700
Kallang,Lavender,65_to_69,650
Kallang,Lavender,70_to_74,510
Kallang,Lavender,75_to_79,330
Kallang,Lavender,80_to_84,230
Kallang,Lavender,85_to_89,110
Kallang,Lavender,90_and_over,80
Kallang,Tanjong Rhu,0_to_4,400
Kallang,Tanjong Rhu,5_to_9,540
Kallang,Tanjong Rhu,10_to_14,680
Kallang,Tanjong Rhu,15_to_19,690
Kallang,Tanjong Rhu,20_to_24,550
Kallang,Tanjong Rhu,25_to_29,510
Kallang,Tanjong Rhu,30_to_34,560
Kallang,Tanjong Rhu,35_to_39,810
Kallang,Tanjong Rhu,40_to_44,1080
Kallang,Tanjong Rhu,45_to_49,1240
Kallang,Tanjong Rhu,50_to_54,980
Kallang,Tanjong Rhu,55_to_59,790
Kallang,Tanjong Rhu,60_to_64,700
Kallang,Tanjong Rhu,65_to_69,550
Kallang,Tanjong Rhu,70_to_74,390
Kallang,Tanjong Rhu,75_to_79,290
Kallang,Tanjong Rhu,80_to_84,160
Kallang,Tanjong Rhu,85_to_89,70
Kallang,Tanjong Rhu,90_and_over,40
Lim Chu Kang,Lim Chu Kang,0_to_4,0
Lim Chu Kang,Lim Chu Kang,5_to_9,0
Lim Chu Kang,Lim Chu Kang,10_to_14,0
Lim Chu Kang,Lim Chu Kang,15_to_19,10
Lim Chu Kang,Lim Chu Kang,20_to_24,10
Lim Chu Kang,Lim Chu Kang,25_to_29,0
Lim Chu Kang,Lim Chu Kang,30_to_34,0
Lim Chu Kang,Lim Chu Kang,35_to_39,0
Lim Chu Kang,Lim Chu Kang,40_to_44,0
Lim Chu Kang,Lim Chu Kang,45_to_49,0
Lim Chu Kang,Lim Chu Kang,50_to_54,10
Lim Chu Kang,Lim Chu Kang,55_to_59,20
Lim Chu Kang,Lim Chu Kang,60_to_64,10
Lim Chu Kang,Lim Chu Kang,65_to_69,0
Lim Chu Kang,Lim Chu Kang,70_to_74,10
Lim Chu Kang,Lim Chu Kang,75_to_79,0
Lim Chu Kang,Lim Chu Kang,80_to_84,0
Lim Chu Kang,Lim Chu Kang,85_to_89,0
Lim Chu Kang,Lim Chu Kang,90_and_over,0
Mandai,Mandai East,0_to_4,0
Mandai,Mandai East,5_to_9,0
Mandai,Mandai East,10_to_14,0
Mandai,Mandai East,15_to_19,0
Mandai,Mandai East,20_to_24,0
Mandai,Mandai East,25_to_29,0
Mandai,Mandai East,30_to_34,0
Mandai,Mandai East,35_to_39,0
Mandai,Mandai East,40_to_44,0
Mandai,Mandai East,45_to_49,0
Mandai,Mandai East,50_to_54,0
Mandai,Mandai East,55_to_59,0
Mandai,Mandai East,60_to_64,0
Mandai,Mandai East,65_to_69,0
Mandai,Mandai East,70_to_74,0
Mandai,Mandai East,75_to_79,0
Mandai,Mandai East,80_to_84,0
Mandai,Mandai East,85_to_89,0
Mandai,Mandai East,90_and_over,0
Mandai,Mandai Estate,0_to_4,80
Mandai,Mandai Estate,5_to_9,90
Mandai,Mandai Estate,10_to_14,130
Mandai,Mandai Estate,15_to_19,140
Mandai,Mandai Estate,20_to_24,170
Mandai,Mandai Estate,25_to_29,160
Mandai,Mandai Estate,30_to_34,130
Mandai,Mandai Estate,35_to_39,130
Mandai,Mandai Estate,40_to_44,140
Mandai,Mandai Estate,45_to_49,170
Mandai,Mandai Estate,50_to_54,170
Mandai,Mandai Estate,55_to_59,180
Mandai,Mandai Estate,60_to_64,120
Mandai,Mandai Estate,65_to_69,90
Mandai,Mandai Estate,70_to_74,70
Mandai,Mandai Estate,75_to_79,40
Mandai,Mandai Estate,80_to_84,30
Mandai,Mandai Estate,85_to_89,20
Mandai,Mandai Estate,90_and_over,0
Mandai,Mandai West,0_to_4,0
Mandai,Mandai West,5_to_9,0
Mandai,Mandai West,10_to_14,0
Mandai,Mandai West,15_to_19,0
Mandai,Mandai West,20_to_24,0
Mandai,Mandai West,25_to_29,0
Mandai,Mandai West,30_to_34,0
Mandai,Mandai West,35_to_39,0
Mandai,Mandai West,40_to_44,0
Mandai,Mandai West,45_to_49,0
Mandai,Mandai West,50_to_54,0
Mandai,Mandai West,55_to_59,0
Mandai,Mandai West,60_to_64,0
Mandai,Mandai West,65_to_69,0
Mandai,Mandai West,70_to_74,0
Mandai,Mandai West,75_to_79,0
Mandai,Mandai West,80_to_84,0
Mandai,Mandai West,85_to_89,0
Mandai,Mandai West,90_and_over,0
Marina East,Marina East,0_to_4,0
Marina East,Marina East,5_to_9,0
